trade_id,year,region1,region2,industry1,industry2,amount
2369,2022,IN,IN,COMPU,CONST,736.27
1874,2022,IN,IN,CHARC,FURNI,735.84
1448,2022,IN,IN,BUSIN,HEALT,734.07
4380,2022,IN,IN,ELECT,OFFIC,732.74
5587,2022,IN,IN,GLASS,OFFIC,730.45
9442,2022,IN,IN,POSTT,BUSIN,719.05
1212,2022,IN,IN,BITUM,LEAD1,716.44
13231,2022,IN,IN,WHOLE,FISH5,713.48
4511,2022,IN,IN,FABRI,NONME,710.90
4655,2022,IN,IN,FINAN,PAPER,710.42
4738,2022,IN,IN,FISH5,HOTEL,705.05
1924,2022,IN,IN,CHEM1,BASIC,694.38
7826,2022,IN,IN,MOTOR,POSTT,693.65
2050,2022,IN,IN,CHEM1,WEARI,691.40
12642,2022,IN,IN,TRAN2,PREC1,691.32
10354,2022,IN,IN,RADIO,COMPU,690.24
1444,2022,IN,IN,BUSIN,FURNI,690.20
12123,2022,IN,IN,SUGAR,SUGAR,690.05
4540,2022,IN,IN,FABRI,RUBBE,688.28
10523,2022,IN,IN,RAILW,MOTOR,686.87
2053,2022,IN,IN,CHEM1,WOODW,682.31
5379,2022,IN,IN,GASDI,CEREA,681.30
5185,2022,IN,IN,FOUND,OFFIC,680.39
4477,2022,IN,IN,FABRI,FURNI,680.05
724,2022,IN,IN,BASIC,CRUDE,680.00
6366,2022,IN,IN,LANDT,BUSIN,679.12
1425,2022,IN,IN,BUSIN,CRUDE,675.12
2007,2022,IN,IN,CHEM1,PADDY,672.44
10700,2022,IN,IN,REALE,CONST,667.85
11454,2022,IN,IN,SALEM,CRUDE,662.67
4689,2022,IN,IN,FINAN,TEXTI,662.03
5810,2022,IN,IN,HOTEL,HEALT,660.63
8116,2022,IN,IN,NATUR,NATU1,660.48
13353,2022,IN,IN,WOODW,ELECT,657.91
3477,2022,IN,IN,ELEC1,TEXTI,656.70
10907,2022,IN,IN,RECRE,RECRE,656.11
8843,2022,IN,IN,PAPER,CONST,655.95
9094,2022,IN,IN,PFERT,OILSE,653.55
13257,2022,IN,IN,WHOLE,MEAT4,652.84
6394,2022,IN,IN,LANDT,ELECT,649.97
6487,2022,IN,IN,LANDT,WOODW,649.93
4549,2022,IN,IN,FABRI,TEXTI,644.90
11311,2022,IN,IN,RUBBE,CEMEN,642.59
5378,2022,IN,IN,GASDI,CERAM,642.29
7414,2022,IN,IN,MEDIC,FURNI,636.97
10466,2022,IN,IN,RAILW,BITUM,633.94
6384,2022,IN,IN,LANDT,DISTR,633.90
9631,2022,IN,IN,PREC1,FABRI,630.97
9781,2022,IN,IN,PRINT,FINAN,628.08
12671,2022,IN,IN,TRANS,AIRTR,624.37
2971,2022,IN,IN,DAIRY,HOTEL,621.87
8937,2022,IN,IN,PAPER,TEXTI,620.76
10495,2022,IN,IN,RAILW,FOUND,615.99
6305,2022,IN,IN,KEROS,PADDY,613.19
11089,2022,IN,IN,RETA1,LANDT,610.76
2436,2022,IN,IN,COMPU,PRINT,609.71
5669,2022,IN,IN,HEALT,FINAN,608.63
12186,2022,IN,IN,SUPPO,FURNI,608.54
3485,2022,IN,IN,ELEC1,WEARI,605.63
